CROP,LATITUDE,LONGITUDE,YEAR,YIELD,GSL,CWD_fall,CWD_spring,CWD_summer,WW_fall,WW_spring,WW_summer,CDD_fall,CDD_spring,CDD_summer,CSDI_fall,CSDI_spring,CSDI_summer,WSDI_fall,WSDI_spring,WSDI_summer,CFD_fall,CFD_spring,CFD_summer,CSU_fall,CSU_spring,CSU_summer,T_PH_H2O,S_PH_H2O,AWC_CLASS
barley,46.25,-62.25,1987,59.1,192.0,5.0,7.0,4.0,4.0,6.0,2.0,6.0,5.0,8.0,0.0,0.0,0.0,0.0,7.0,0.0,9.0,23.0,0.0,1.0,0.0,5.0,4.5,4.8,3.0
oats,46.25,-62.25,1987,62.1,192.0,5.0,7.0,4.0,4.0,6.0,2.0,6.0,5.0,8.0,0.0,0.0,0.0,0.0,7.0,0.0,9.0,23.0,0.0,1.0,0.0,5.0,4.5,4.8,3.0
spring_wheat,46.25,-62.25,1987,52.2,192.0,5.0,7.0,4.0,4.0,6.0,2.0,6.0,5.0,8.0,0.0,0.0,0.0,0.0,7.0,0.0,9.0,23.0,0.0,1.0,0.0,5.0,4.5,4.8,3.0
winter_wheat,46.25,-62.25,1987,52.5,192.0,5.0,7.0,4.0,4.0,6.0,2.0,6.0,5.0,8.0,0.0,0.0,0.0,0.0,7.0,0.0,9.0,23.0,0.0,1.0,0.0,5.0,4.5,4.8,3.0
barley,46.25,-62.25,1988,55.7,199.0,6.0,8.0,4.0,10.0,8.0,3.0,9.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,1.0,2.0,9.0,4.5,4.8,3.0
oats,46.25,-62.25,1988,58.8,199.0,6.0,8.0,4.0,10.0,8.0,3.0,9.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,1.0,2.0,9.0,4.5,4.8,3.0
spring_wheat,46.25,-62.25,1988,46.1,199.0,6.0,8.0,4.0,10.0,8.0,3.0,9.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,1.0,2.0,9.0,4.5,4.8,3.0
winter_wheat,46.25,-62.25,1988,57.1,199.0,6.0,8.0,4.0,10.0,8.0,3.0,9.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,1.0,2.0,9.0,4.5,4.8,3.0
barley,46.25,-62.25,1989,68.7,203.0,9.0,4.0,7.0,11.0,4.0,1.0,8.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,38.0,0.0,0.0,0.0,3.0,4.5,4.8,3.0
oats,46.25,-62.25,1989,73.9,203.0,9.0,4.0,7.0,11.0,4.0,1.0,8.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,38.0,0.0,0.0,0.0,3.0,4.5,4.8,3.0
spring_wheat,46.25,-62.25,1989,53.7,203.0,9.0,4.0,7.0,11.0,4.0,1.0,8.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,38.0,0.0,0.0,0.0,3.0,4.5,4.8,3.0
winter_wheat,46.25,-62.25,1989,48.0,203.0,9.0,4.0,7.0,11.0,4.0,1.0,8.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,38.0,0.0,0.0,0.0,3.0,4.5,4.8,3.0
barley,46.25,-62.25,1990,50.6,203.0,5.0,5.0,12.0,9.0,1.0,1.0,8.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,52.0,0.0,1.0,0.0,2.0,4.5,4.8,3.0
oats,46.25,-62.25,1990,62.0,203.0,5.0,5.0,12.0,9.0,1.0,1.0,8.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,52.0,0.0,1.0,0.0,2.0,4.5,4.8,3.0
spring_wheat,46.25,-62.25,1990,46.4,203.0,5.0,5.0,12.0,9.0,1.0,1.0,8.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,52.0,0.0,1.0,0.0,2.0,4.5,4.8,3.0
winter_wheat,46.25,-62.25,1990,48.4,203.0,5.0,5.0,12.0,9.0,1.0,1.0,8.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,52.0,0.0,1.0,0.0,2.0,4.5,4.8,3.0
barley,46.25,-62.25,1991,54.3,197.0,9.0,7.0,5.0,10.0,2.0,0.0,5.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,46.0,0.0,1.0,0.0,3.0,4.5,4.8,3.0
fall_rye,46.25,-62.25,1991,33.9,197.0,9.0,7.0,5.0,10.0,2.0,0.0,5.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,46.0,0.0,1.0,0.0,3.0,4.5,4.8,3.0
oats,46.25,-62.25,1991,56.7,197.0,9.0,7.0,5.0,10.0,2.0,0.0,5.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,46.0,0.0,1.0,0.0,3.0,4.5,4.8,3.0
soybeans,46.25,-62.25,1991,36.6,197.0,9.0,7.0,5.0,10.0,2.0,0.0,5.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,46.0,0.0,1.0,0.0,3.0,4.5,4.8,3.0
spring_wheat,46.25,-62.25,1991,49.3,197.0,9.0,7.0,5.0,10.0,2.0,0.0,5.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,46.0,0.0,1.0,0.0,3.0,4.5,4.8,3.0
winter_wheat,46.25,-62.25,1991,52.6,197.0,9.0,7.0,5.0,10.0,2.0,0.0,5.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,46.0,0.0,1.0,0.0,3.0,4.5,4.8,3.0
barley,46.25,-62.25,1992,75.0,174.0,7.0,7.0,2.0,3.0,2.0,2.0,11.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,49.0,0.0,3.0,0.0,5.0,4.5,4.8,3.0
oats,46.25,-62.25,1992,82.5,174.0,7.0,7.0,2.0,3.0,2.0,2.0,11.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,49.0,0.0,3.0,0.0,5.0,4.5,4.8,3.0
soybeans,46.25,-62.25,1992,34.6,174.0,7.0,7.0,2.0,3.0,2.0,2.0,11.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,49.0,0.0,3.0,0.0,5.0,4.5,4.8,3.0
spring_wheat,46.25,-62.25,1992,67.7,174.0,7.0,7.0,2.0,3.0,2.0,2.0,11.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,49.0,0.0,3.0,0.0,5.0,4.5,4.8,3.0
winter_wheat,46.25,-62.25,1992,47.4,174.0,7.0,7.0,2.0,3.0,2.0,2.0,11.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,49.0,0.0,3.0,0.0,5.0,4.5,4.8,3.0
barley,46.25,-62.25,1993,52.0,199.0,9.0,5.0,4.0,7.0,5.0,1.0,7.0,10.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,40.0,0.0,0.0,1.0,4.0,4.5,4.8,3.0
oats,46.25,-62.25,1993,60.0,199.0,9.0,5.0,4.0,7.0,5.0,1.0,7.0,10.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,40.0,0.0,0.0,1.0,4.0,4.5,4.8,3.0
soybeans,46.25,-62.25,1993,32.0,199.0,9.0,5.0,4.0,7.0,5.0,1.0,7.0,10.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,40.0,0.0,0.0,1.0,4.0,4.5,4.8,3.0
spring_wheat,46.25,-62.25,1993,42.8,199.0,9.0,5.0,4.0,7.0,5.0,1.0,7.0,10.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,40.0,0.0,0.0,1.0,4.0,4.5,4.8,3.0
winter_wheat,46.25,-62.25,1993,38.7,199.0,9.0,5.0,4.0,7.0,5.0,1.0,7.0,10.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,40.0,0.0,0.0,1.0,4.0,4.5,4.8,3.0
barley,46.25,-62.25,1994,53.2,207.0,6.0,5.0,4.0,4.0,7.0,0.0,6.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,35.0,0.0,0.0,0.0,5.0,4.5,4.8,3.0
oats,46.25,-62.25,1994,61.5,207.0,6.0,5.0,4.0,4.0,7.0,0.0,6.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,35.0,0.0,0.0,0.0,5.0,4.5,4.8,3.0
soybeans,46.25,-62.25,1994,34.7,207.0,6.0,5.0,4.0,4.0,7.0,0.0,6.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,35.0,0.0,0.0,0.0,5.0,4.5,4.8,3.0
spring_wheat,46.25,-62.25,1994,49.6,207.0,6.0,5.0,4.0,4.0,7.0,0.0,6.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,35.0,0.0,0.0,0.0,5.0,4.5,4.8,3.0
winter_wheat,46.25,-62.25,1994,50.8,207.0,6.0,5.0,4.0,4.0,7.0,0.0,6.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,35.0,0.0,0.0,0.0,5.0,4.5,4.8,3.0
barley,46.25,-62.25,1995,53.8,186.0,13.0,7.0,6.0,9.0,3.0,0.0,6.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,4.0,4.5,4.8,3.0
oats,46.25,-62.25,1995,57.4,186.0,13.0,7.0,6.0,9.0,3.0,0.0,6.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,4.0,4.5,4.8,3.0
soybeans,46.25,-62.25,1995,25.9,186.0,13.0,7.0,6.0,9.0,3.0,0.0,6.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,4.0,4.5,4.8,3.0
spring_wheat,46.25,-62.25,1995,47.3,186.0,13.0,7.0,6.0,9.0,3.0,0.0,6.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,4.0,4.5,4.8,3.0
winter_wheat,46.25,-62.25,1995,48.4,186.0,13.0,7.0,6.0,9.0,3.0,0.0,6.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,4.0,4.5,4.8,3.0
barley,46.25,-62.25,1996,60.0,181.0,6.0,6.0,6.0,6.0,7.0,1.0,7.0,8.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,10.0,35.0,0.0,0.0,0.0,5.0,4.5,4.8,3.0
oats,46.25,-62.25,1996,75.0,181.0,6.0,6.0,6.0,6.0,7.0,1.0,7.0,8.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,10.0,35.0,0.0,0.0,0.0,5.0,4.5,4.8,3.0
soybeans,46.25,-62.25,1996,28.9,181.0,6.0,6.0,6.0,6.0,7.0,1.0,7.0,8.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,10.0,35.0,0.0,0.0,0.0,5.0,4.5,4.8,3.0
spring_wheat,46.25,-62.25,1996,50.0,181.0,6.0,6.0,6.0,6.0,7.0,1.0,7.0,8.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,10.0,35.0,0.0,0.0,0.0,5.0,4.5,4.8,3.0
winter_wheat,46.25,-62.25,1996,48.9,181.0,6.0,6.0,6.0,6.0,7.0,1.0,7.0,8.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,10.0,35.0,0.0,0.0,0.0,5.0,4.5,4.8,3.0
barley,46.25,-62.25,1997,62.0,185.0,7.0,7.0,9.0,4.0,3.0,2.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,0.0,1.0,0.0,6.0,4.5,4.8,3.0
oats,46.25,-62.25,1997,72.0,185.0,7.0,7.0,9.0,4.0,3.0,2.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,0.0,1.0,0.0,6.0,4.5,4.8,3.0
soybeans,46.25,-62.25,1997,30.0,185.0,7.0,7.0,9.0,4.0,3.0,2.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,0.0,1.0,0.0,6.0,4.5,4.8,3.0
spring_wheat,46.25,-62.25,1997,46.0,185.0,7.0,7.0,9.0,4.0,3.0,2.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,0.0,1.0,0.0,6.0,4.5,4.8,3.0
winter_wheat,46.25,-62.25,1997,49.0,185.0,7.0,7.0,9.0,4.0,3.0,2.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,0.0,1.0,0.0,6.0,4.5,4.8,3.0
barley,46.25,-62.25,1998,65.0,168.0,8.0,6.0,6.0,5.0,8.0,3.0,6.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,21.0,0.0,1.0,0.0,10.0,4.5,4.8,3.0
oats,46.25,-62.25,1998,61.0,168.0,8.0,6.0,6.0,5.0,8.0,3.0,6.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,21.0,0.0,1.0,0.0,10.0,4.5,4.8,3.0
soybeans,46.25,-62.25,1998,32.0,168.0,8.0,6.0,6.0,5.0,8.0,3.0,6.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,21.0,0.0,1.0,0.0,10.0,4.5,4.8,3.0
spring_wheat,46.25,-62.25,1998,49.0,168.0,8.0,6.0,6.0,5.0,8.0,3.0,6.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,21.0,0.0,1.0,0.0,10.0,4.5,4.8,3.0
winter_wheat,46.25,-62.25,1998,49.0,168.0,8.0,6.0,6.0,5.0,8.0,3.0,6.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,21.0,0.0,1.0,0.0,10.0,4.5,4.8,3.0
barley,46.25,-62.25,1999,51.0,200.0,5.0,5.0,4.0,7.0,5.0,0.0,7.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,31.0,0.0,0.0,0.0,3.0,4.5,4.8,3.0
oats,46.25,-62.25,1999,73.0,200.0,5.0,5.0,4.0,7.0,5.0,0.0,7.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,31.0,0.0,0.0,0.0,3.0,4.5,4.8,3.0
soybeans,46.25,-62.25,1999,40.0,200.0,5.0,5.0,4.0,7.0,5.0,0.0,7.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,31.0,0.0,0.0,0.0,3.0,4.5,4.8,3.0
spring_wheat,46.25,-62.25,1999,36.0,200.0,5.0,5.0,4.0,7.0,5.0,0.0,7.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,31.0,0.0,0.0,0.0,3.0,4.5,4.8,3.0
winter_wheat,46.25,-62.25,1999,40.0,200.0,5.0,5.0,4.0,7.0,5.0,0.0,7.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,31.0,0.0,0.0,0.0,3.0,4.5,4.8,3.0
barley,46.25,-62.25,2000,65.0,202.0,8.0,5.0,5.0,5.0,4.0,5.0,9.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,3.0,0.0,5.0,4.5,4.8,3.0
oats,46.25,-62.25,2000,75.0,202.0,8.0,5.0,5.0,5.0,4.0,5.0,9.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,3.0,0.0,5.0,4.5,4.8,3.0
soybeans,46.25,-62.25,2000,32.0,202.0,8.0,5.0,5.0,5.0,4.0,5.0,9.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,3.0,0.0,5.0,4.5,4.8,3.0
spring_wheat,46.25,-62.25,2000,55.0,202.0,8.0,5.0,5.0,5.0,4.0,5.0,9.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,3.0,0.0,5.0,4.5,4.8,3.0
winter_wheat,46.25,-62.25,2000,45.0,202.0,8.0,5.0,5.0,5.0,4.0,5.0,9.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,3.0,0.0,5.0,4.5,4.8,3.0
barley,46.25,-62.25,2001,47.0,173.0,6.0,11.0,5.0,3.0,5.0,0.0,7.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,23.0,0.0,1.0,0.0,2.0,4.5,4.8,3.0
oats,46.25,-62.25,2001,46.0,173.0,6.0,11.0,5.0,3.0,5.0,0.0,7.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,23.0,0.0,1.0,0.0,2.0,4.5,4.8,3.0
soybeans,46.25,-62.25,2001,23.0,173.0,6.0,11.0,5.0,3.0,5.0,0.0,7.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,23.0,0.0,1.0,0.0,2.0,4.5,4.8,3.0
spring_wheat,46.25,-62.25,2001,41.0,173.0,6.0,11.0,5.0,3.0,5.0,0.0,7.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,23.0,0.0,1.0,0.0,2.0,4.5,4.8,3.0
winter_wheat,46.25,-62.25,2001,43.0,173.0,6.0,11.0,5.0,3.0,5.0,0.0,7.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,23.0,0.0,1.0,0.0,2.0,4.5,4.8,3.0
barley,46.25,-62.25,2002,66.0,211.0,8.0,6.0,6.0,4.0,6.0,1.0,12.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,41.0,0.0,3.0,0.0,12.0,4.5,4.8,3.0
oats,46.25,-62.25,2002,88.0,211.0,8.0,6.0,6.0,4.0,6.0,1.0,12.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,41.0,0.0,3.0,0.0,12.0,4.5,4.8,3.0
soybeans,46.25,-62.25,2002,33.0,211.0,8.0,6.0,6.0,4.0,6.0,1.0,12.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,41.0,0.0,3.0,0.0,12.0,4.5,4.8,3.0
spring_wheat,46.25,-62.25,2002,56.0,211.0,8.0,6.0,6.0,4.0,6.0,1.0,12.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,41.0,0.0,3.0,0.0,12.0,4.5,4.8,3.0
winter_wheat,46.25,-62.25,2002,50.0,211.0,8.0,6.0,6.0,4.0,6.0,1.0,12.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,41.0,0.0,3.0,0.0,12.0,4.5,4.8,3.0
barley,46.25,-62.25,2003,52.0,193.0,7.0,5.0,4.0,11.0,1.0,2.0,6.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,0.0,1.0,2.0,5.0,4.5,4.8,3.0
oats,46.25,-62.25,2003,70.0,193.0,7.0,5.0,4.0,11.0,1.0,2.0,6.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,0.0,1.0,2.0,5.0,4.5,4.8,3.0
soybeans,46.25,-62.25,2003,34.0,193.0,7.0,5.0,4.0,11.0,1.0,2.0,6.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,0.0,1.0,2.0,5.0,4.5,4.8,3.0
spring_wheat,46.25,-62.25,2003,43.0,193.0,7.0,5.0,4.0,11.0,1.0,2.0,6.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,0.0,1.0,2.0,5.0,4.5,4.8,3.0
winter_wheat,46.25,-62.25,2003,48.0,193.0,7.0,5.0,4.0,11.0,1.0,2.0,6.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,0.0,1.0,2.0,5.0,4.5,4.8,3.0
barley,46.25,-62.25,2004,58.0,180.0,8.0,7.0,6.0,6.0,5.0,3.0,12.0,5.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,18.0,0.0,2.0,1.0,6.0,4.5,4.8,3.0
oats,46.25,-62.25,2004,70.0,180.0,8.0,7.0,6.0,6.0,5.0,3.0,12.0,5.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,18.0,0.0,2.0,1.0,6.0,4.5,4.8,3.0
soybeans,46.25,-62.25,2004,30.0,180.0,8.0,7.0,6.0,6.0,5.0,3.0,12.0,5.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,18.0,0.0,2.0,1.0,6.0,4.5,4.8,3.0
spring_wheat,46.25,-62.25,2004,41.0,180.0,8.0,7.0,6.0,6.0,5.0,3.0,12.0,5.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,18.0,0.0,2.0,1.0,6.0,4.5,4.8,3.0
winter_wheat,46.25,-62.25,2004,32.0,180.0,8.0,7.0,6.0,6.0,5.0,3.0,12.0,5.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,18.0,0.0,2.0,1.0,6.0,4.5,4.8,3.0
barley,46.25,-62.25,2005,62.0,189.0,5.0,7.0,6.0,5.0,4.0,0.0,9.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,45.0,0.0,0.0,0.0,5.0,4.5,4.8,3.0
oats,46.25,-62.25,2005,70.0,189.0,5.0,7.0,6.0,5.0,4.0,0.0,9.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,45.0,0.0,0.0,0.0,5.0,4.5,4.8,3.0
soybeans,46.25,-62.25,2005,34.0,189.0,5.0,7.0,6.0,5.0,4.0,0.0,9.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,45.0,0.0,0.0,0.0,5.0,4.5,4.8,3.0
spring_wheat,46.25,-62.25,2005,46.0,189.0,5.0,7.0,6.0,5.0,4.0,0.0,9.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,45.0,0.0,0.0,0.0,5.0,4.5,4.8,3.0
winter_wheat,46.25,-62.25,2005,44.0,189.0,5.0,7.0,6.0,5.0,4.0,0.0,9.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,45.0,0.0,0.0,0.0,5.0,4.5,4.8,3.0
barley,46.25,-62.25,2006,47.0,175.0,7.0,7.0,5.0,4.0,3.0,3.0,12.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,39.0,0.0,1.0,0.0,6.0,4.5,4.8,3.0
oats,46.25,-62.25,2006,64.0,175.0,7.0,7.0,5.0,4.0,3.0,3.0,12.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,39.0,0.0,1.0,0.0,6.0,4.5,4.8,3.0
soybeans,46.25,-62.25,2006,36.0,175.0,7.0,7.0,5.0,4.0,3.0,3.0,12.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,39.0,0.0,1.0,0.0,6.0,4.5,4.8,3.0
spring_wheat,46.25,-62.25,2006,41.0,175.0,7.0,7.0,5.0,4.0,3.0,3.0,12.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,39.0,0.0,1.0,0.0,6.0,4.5,4.8,3.0
winter_wheat,46.25,-62.25,2006,43.1,175.0,7.0,7.0,5.0,4.0,3.0,3.0,12.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,39.0,0.0,1.0,0.0,6.0,4.5,4.8,3.0
barley,46.25,-62.25,2007,53.0,208.0,7.0,7.0,4.0,7.0,7.0,3.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,0.0,2.0,0.0,10.0,4.5,4.8,3.0
oats,46.25,-62.25,2007,68.0,208.0,7.0,7.0,4.0,7.0,7.0,3.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,0.0,2.0,0.0,10.0,4.5,4.8,3.0
soybeans,46.25,-62.25,2007,37.0,208.0,7.0,7.0,4.0,7.0,7.0,3.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,0.0,2.0,0.0,10.0,4.5,4.8,3.0
spring_wheat,46.25,-62.25,2007,46.0,208.0,7.0,7.0,4.0,7.0,7.0,3.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,0.0,2.0,0.0,10.0,4.5,4.8,3.0
winter_wheat,46.25,-62.25,2007,48.0,208.0,7.0,7.0,4.0,7.0,7.0,3.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,0.0,2.0,0.0,10.0,4.5,4.8,3.0
barley,46.25,-62.25,2008,49.0,216.0,8.0,3.0,5.0,11.0,4.0,3.0,10.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,0.0,0.0,0.0,4.0,4.5,4.8,3.0
oats,46.25,-62.25,2008,70.0,216.0,8.0,3.0,5.0,11.0,4.0,3.0,10.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,0.0,0.0,0.0,4.0,4.5,4.8,3.0
soybeans,46.25,-62.25,2008,35.0,216.0,8.0,3.0,5.0,11.0,4.0,3.0,10.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,0.0,0.0,0.0,4.0,4.5,4.8,3.0
spring_wheat,46.25,-62.25,2008,38.0,216.0,8.0,3.0,5.0,11.0,4.0,3.0,10.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,0.0,0.0,0.0,4.0,4.5,4.8,3.0
winter_wheat,46.25,-62.25,2008,49.0,216.0,8.0,3.0,5.0,11.0,4.0,3.0,10.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,0.0,0.0,0.0,4.0,4.5,4.8,3.0
barley,46.25,-62.25,2009,51.0,205.0,6.0,8.0,11.0,5.0,5.0,2.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,0.0,2.0,0.0,7.0,4.5,4.8,3.0
oats,46.25,-62.25,2009,58.0,205.0,6.0,8.0,11.0,5.0,5.0,2.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,0.0,2.0,0.0,7.0,4.5,4.8,3.0
soybeans,46.25,-62.25,2009,38.0,205.0,6.0,8.0,11.0,5.0,5.0,2.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,0.0,2.0,0.0,7.0,4.5,4.8,3.0
spring_wheat,46.25,-62.25,2009,48.0,205.0,6.0,8.0,11.0,5.0,5.0,2.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,0.0,2.0,0.0,7.0,4.5,4.8,3.0
winter_wheat,46.25,-62.25,2009,35.1,205.0,6.0,8.0,11.0,5.0,5.0,2.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,0.0,2.0,0.0,7.0,4.5,4.8,3.0
barley,46.25,-62.25,2010,56.0,211.0,8.0,6.0,5.0,1.0,6.0,2.0,12.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,21.0,0.0,1.0,0.0,5.0,4.5,4.8,3.0
