CROP,LATITUDE,LONGITUDE,YEAR,YIELD,GSL,CWD_fall,CWD_spring,CWD_summer,WW_fall,WW_spring,WW_summer,CDD_fall,CDD_spring,CDD_summer,CSDI_fall,CSDI_spring,CSDI_summer,WSDI_fall,WSDI_spring,WSDI_summer,CFD_fall,CFD_spring,CFD_summer,CSU_fall,CSU_spring,CSU_summer,T_PH_H2O,S_PH_H2O,AWC_CLASS
corn,45.25,-76.25,2010,162.9,207.0,6.0,7.0,6.0,5.0,1.0,8.0,21.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,32.0,0.0,1.0,3.0,27.0,5.904,6.256,3.57
fall_rye,45.25,-76.25,2010,40.0,207.0,6.0,7.0,6.0,5.0,1.0,8.0,21.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,32.0,0.0,1.0,3.0,27.0,5.904,6.256,3.57
oats,45.25,-76.25,2010,65.9,207.0,6.0,7.0,6.0,5.0,1.0,8.0,21.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,32.0,0.0,1.0,3.0,27.0,5.904,6.256,3.57
soybeans,45.25,-76.25,2010,47.3,207.0,6.0,7.0,6.0,5.0,1.0,8.0,21.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,32.0,0.0,1.0,3.0,27.0,5.904,6.256,3.57
spring_wheat,45.25,-76.25,2010,52.3,207.0,6.0,7.0,6.0,5.0,1.0,8.0,21.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,32.0,0.0,1.0,3.0,27.0,5.904,6.256,3.57
winter_wheat,45.25,-76.25,2010,79.5,207.0,6.0,7.0,6.0,5.0,1.0,8.0,21.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,32.0,0.0,1.0,3.0,27.0,5.904,6.256,3.57
barley,51.25,-86.75,1987,60.5,142.0,4.0,6.0,5.0,9.0,6.0,2.0,10.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,54.0,1.0,2.0,3.0,10.0,5.328,5.574,2.12
canola,51.25,-86.75,1987,32.5,142.0,4.0,6.0,5.0,9.0,6.0,2.0,10.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,54.0,1.0,2.0,3.0,10.0,5.328,5.574,2.12
fall_rye,51.25,-86.75,1987,31.1,142.0,4.0,6.0,5.0,9.0,6.0,2.0,10.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,54.0,1.0,2.0,3.0,10.0,5.328,5.574,2.12
oats,51.25,-86.75,1987,57.6,142.0,4.0,6.0,5.0,9.0,6.0,2.0,10.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,54.0,1.0,2.0,3.0,10.0,5.328,5.574,2.12
spring_wheat,51.25,-86.75,1987,42.7,142.0,4.0,6.0,5.0,9.0,6.0,2.0,10.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,54.0,1.0,2.0,3.0,10.0,5.328,5.574,2.12
winter_wheat,51.25,-86.75,1987,51.9,142.0,4.0,6.0,5.0,9.0,6.0,2.0,10.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,54.0,1.0,2.0,3.0,10.0,5.328,5.574,2.12
barley,51.25,-86.75,1988,49.3,177.0,8.0,5.0,7.0,1.0,4.0,5.0,11.0,13.0,6.0,0.0,0.0,0.0,13.0,0.0,0.0,40.0,52.0,0.0,5.0,2.0,7.0,5.328,5.574,2.12
canola,51.25,-86.75,1988,21.8,177.0,8.0,5.0,7.0,1.0,4.0,5.0,11.0,13.0,6.0,0.0,0.0,0.0,13.0,0.0,0.0,40.0,52.0,0.0,5.0,2.0,7.0,5.328,5.574,2.12
fall_rye,51.25,-86.75,1988,30.0,177.0,8.0,5.0,7.0,1.0,4.0,5.0,11.0,13.0,6.0,0.0,0.0,0.0,13.0,0.0,0.0,40.0,52.0,0.0,5.0,2.0,7.0,5.328,5.574,2.12
oats,51.25,-86.75,1988,51.2,177.0,8.0,5.0,7.0,1.0,4.0,5.0,11.0,13.0,6.0,0.0,0.0,0.0,13.0,0.0,0.0,40.0,52.0,0.0,5.0,2.0,7.0,5.328,5.574,2.12
spring_wheat,51.25,-86.75,1988,40.0,177.0,8.0,5.0,7.0,1.0,4.0,5.0,11.0,13.0,6.0,0.0,0.0,0.0,13.0,0.0,0.0,40.0,52.0,0.0,5.0,2.0,7.0,5.328,5.574,2.12
winter_wheat,51.25,-86.75,1988,54.1,177.0,8.0,5.0,7.0,1.0,4.0,5.0,11.0,13.0,6.0,0.0,0.0,0.0,13.0,0.0,0.0,40.0,52.0,0.0,5.0,2.0,7.0,5.328,5.574,2.12
barley,51.25,-86.75,1989,61.2,134.0,10.0,5.0,10.0,3.0,3.0,1.0,9.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,42.0,0.0,1.0,3.0,5.0,5.328,5.574,2.12
canola,51.25,-86.75,1989,27.5,134.0,10.0,5.0,10.0,3.0,3.0,1.0,9.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,42.0,0.0,1.0,3.0,5.0,5.328,5.574,2.12
fall_rye,51.25,-86.75,1989,34.4,134.0,10.0,5.0,10.0,3.0,3.0,1.0,9.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,42.0,0.0,1.0,3.0,5.0,5.328,5.574,2.12
oats,51.25,-86.75,1989,68.2,134.0,10.0,5.0,10.0,3.0,3.0,1.0,9.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,42.0,0.0,1.0,3.0,5.0,5.328,5.574,2.12
spring_wheat,51.25,-86.75,1989,43.8,134.0,10.0,5.0,10.0,3.0,3.0,1.0,9.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,42.0,0.0,1.0,3.0,5.0,5.328,5.574,2.12
winter_wheat,51.25,-86.75,1989,55.4,134.0,10.0,5.0,10.0,3.0,3.0,1.0,9.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,42.0,0.0,1.0,3.0,5.0,5.328,5.574,2.12
barley,51.25,-86.75,1990,63.5,133.0,12.0,5.0,6.0,5.0,6.0,1.0,4.0,19.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,48.0,1.0,0.0,0.0,14.0,5.328,5.574,2.12
canola,51.25,-86.75,1990,38.0,133.0,12.0,5.0,6.0,5.0,6.0,1.0,4.0,19.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,48.0,1.0,0.0,0.0,14.0,5.328,5.574,2.12
fall_rye,51.25,-86.75,1990,34.0,133.0,12.0,5.0,6.0,5.0,6.0,1.0,4.0,19.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,48.0,1.0,0.0,0.0,14.0,5.328,5.574,2.12
oats,51.25,-86.75,1990,68.3,133.0,12.0,5.0,6.0,5.0,6.0,1.0,4.0,19.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,48.0,1.0,0.0,0.0,14.0,5.328,5.574,2.12
spring_wheat,51.25,-86.75,1990,40.0,133.0,12.0,5.0,6.0,5.0,6.0,1.0,4.0,19.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,48.0,1.0,0.0,0.0,14.0,5.328,5.574,2.12
winter_wheat,51.25,-86.75,1990,63.9,133.0,12.0,5.0,6.0,5.0,6.0,1.0,4.0,19.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,48.0,1.0,0.0,0.0,14.0,5.328,5.574,2.12
barley,51.25,-86.75,1991,59.8,154.0,5.0,5.0,5.0,1.0,1.0,2.0,7.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,39.0,0.0,0.0,1.0,5.0,5.328,5.574,2.12
canola,51.25,-86.75,1991,31.1,154.0,5.0,5.0,5.0,1.0,1.0,2.0,7.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,39.0,0.0,0.0,1.0,5.0,5.328,5.574,2.12
fall_rye,51.25,-86.75,1991,34.0,154.0,5.0,5.0,5.0,1.0,1.0,2.0,7.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,39.0,0.0,0.0,1.0,5.0,5.328,5.574,2.12
oats,51.25,-86.75,1991,56.0,154.0,5.0,5.0,5.0,1.0,1.0,2.0,7.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,39.0,0.0,0.0,1.0,5.0,5.328,5.574,2.12
soybeans,51.25,-86.75,1991,26.0,154.0,5.0,5.0,5.0,1.0,1.0,2.0,7.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,39.0,0.0,0.0,1.0,5.0,5.328,5.574,2.12
spring_wheat,51.25,-86.75,1991,34.9,154.0,5.0,5.0,5.0,1.0,1.0,2.0,7.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,39.0,0.0,0.0,1.0,5.0,5.328,5.574,2.12
winter_wheat,51.25,-86.75,1991,53.0,154.0,5.0,5.0,5.0,1.0,1.0,2.0,7.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,39.0,0.0,0.0,1.0,5.0,5.328,5.574,2.12
barley,51.25,-86.75,1992,67.9,149.0,4.0,2.0,5.0,0.0,0.0,7.0,16.0,27.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,49.0,0.0,0.0,4.0,11.0,5.328,5.574,2.12
canola,51.25,-86.75,1992,37.1,149.0,4.0,2.0,5.0,0.0,0.0,7.0,16.0,27.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,49.0,0.0,0.0,4.0,11.0,5.328,5.574,2.12
corn,51.25,-86.75,1992,109.5,149.0,4.0,2.0,5.0,0.0,0.0,7.0,16.0,27.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,49.0,0.0,0.0,4.0,11.0,5.328,5.574,2.12
fall_rye,51.25,-86.75,1992,36.7,149.0,4.0,2.0,5.0,0.0,0.0,7.0,16.0,27.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,49.0,0.0,0.0,4.0,11.0,5.328,5.574,2.12
oats,51.25,-86.75,1992,62.3,149.0,4.0,2.0,5.0,0.0,0.0,7.0,16.0,27.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,49.0,0.0,0.0,4.0,11.0,5.328,5.574,2.12
spring_wheat,51.25,-86.75,1992,44.4,149.0,4.0,2.0,5.0,0.0,0.0,7.0,16.0,27.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,49.0,0.0,0.0,4.0,11.0,5.328,5.574,2.12
winter_wheat,51.25,-86.75,1992,68.0,149.0,4.0,2.0,5.0,0.0,0.0,7.0,16.0,27.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,49.0,0.0,0.0,4.0,11.0,5.328,5.574,2.12
barley,51.25,-86.75,1993,53.3,175.0,7.0,3.0,6.0,5.0,4.0,1.0,5.0,19.0,8.0,0.0,0.0,0.0,0.0,7.0,0.0,18.0,53.0,0.0,0.0,6.0,6.0,5.328,5.574,2.12
canola,51.25,-86.75,1993,34.0,175.0,7.0,3.0,6.0,5.0,4.0,1.0,5.0,19.0,8.0,0.0,0.0,0.0,0.0,7.0,0.0,18.0,53.0,0.0,0.0,6.0,6.0,5.328,5.574,2.12
corn,51.25,-86.75,1993,79.0,175.0,7.0,3.0,6.0,5.0,4.0,1.0,5.0,19.0,8.0,0.0,0.0,0.0,0.0,7.0,0.0,18.0,53.0,0.0,0.0,6.0,6.0,5.328,5.574,2.12
fall_rye,51.25,-86.75,1993,42.0,175.0,7.0,3.0,6.0,5.0,4.0,1.0,5.0,19.0,8.0,0.0,0.0,0.0,0.0,7.0,0.0,18.0,53.0,0.0,0.0,6.0,6.0,5.328,5.574,2.12
oats,51.25,-86.75,1993,49.2,175.0,7.0,3.0,6.0,5.0,4.0,1.0,5.0,19.0,8.0,0.0,0.0,0.0,0.0,7.0,0.0,18.0,53.0,0.0,0.0,6.0,6.0,5.328,5.574,2.12
spring_wheat,51.25,-86.75,1993,41.1,175.0,7.0,3.0,6.0,5.0,4.0,1.0,5.0,19.0,8.0,0.0,0.0,0.0,0.0,7.0,0.0,18.0,53.0,0.0,0.0,6.0,6.0,5.328,5.574,2.12
winter_wheat,51.25,-86.75,1993,53.2,175.0,7.0,3.0,6.0,5.0,4.0,1.0,5.0,19.0,8.0,0.0,0.0,0.0,0.0,7.0,0.0,18.0,53.0,0.0,0.0,6.0,6.0,5.328,5.574,2.12
barley,51.25,-86.75,1994,62.8,149.0,7.0,2.0,6.0,4.0,2.0,2.0,14.0,13.0,12.0,0.0,0.0,0.0,0.0,7.0,0.0,24.0,38.0,0.0,0.0,6.0,8.0,5.328,5.574,2.12
canola,51.25,-86.75,1994,36.4,149.0,7.0,2.0,6.0,4.0,2.0,2.0,14.0,13.0,12.0,0.0,0.0,0.0,0.0,7.0,0.0,24.0,38.0,0.0,0.0,6.0,8.0,5.328,5.574,2.12
corn,51.25,-86.75,1994,58.6,149.0,7.0,2.0,6.0,4.0,2.0,2.0,14.0,13.0,12.0,0.0,0.0,0.0,0.0,7.0,0.0,24.0,38.0,0.0,0.0,6.0,8.0,5.328,5.574,2.12
fall_rye,51.25,-86.75,1994,40.0,149.0,7.0,2.0,6.0,4.0,2.0,2.0,14.0,13.0,12.0,0.0,0.0,0.0,0.0,7.0,0.0,24.0,38.0,0.0,0.0,6.0,8.0,5.328,5.574,2.12
oats,51.25,-86.75,1994,66.4,149.0,7.0,2.0,6.0,4.0,2.0,2.0,14.0,13.0,12.0,0.0,0.0,0.0,0.0,7.0,0.0,24.0,38.0,0.0,0.0,6.0,8.0,5.328,5.574,2.12
soybeans,51.25,-86.75,1994,51.1,149.0,7.0,2.0,6.0,4.0,2.0,2.0,14.0,13.0,12.0,0.0,0.0,0.0,0.0,7.0,0.0,24.0,38.0,0.0,0.0,6.0,8.0,5.328,5.574,2.12
spring_wheat,51.25,-86.75,1994,43.3,149.0,7.0,2.0,6.0,4.0,2.0,2.0,14.0,13.0,12.0,0.0,0.0,0.0,0.0,7.0,0.0,24.0,38.0,0.0,0.0,6.0,8.0,5.328,5.574,2.12
winter_wheat,51.25,-86.75,1994,63.4,149.0,7.0,2.0,6.0,4.0,2.0,2.0,14.0,13.0,12.0,0.0,0.0,0.0,0.0,7.0,0.0,24.0,38.0,0.0,0.0,6.0,8.0,5.328,5.574,2.12
barley,51.25,-86.75,1995,58.3,141.0,6.0,4.0,5.0,4.0,5.0,7.0,14.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,28.0,0.0,0.0,0.0,5.0,5.328,5.574,2.12
canola,51.25,-86.75,1995,34.1,141.0,6.0,4.0,5.0,4.0,5.0,7.0,14.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,28.0,0.0,0.0,0.0,5.0,5.328,5.574,2.12
corn,51.25,-86.75,1995,84.4,141.0,6.0,4.0,5.0,4.0,5.0,7.0,14.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,28.0,0.0,0.0,0.0,5.0,5.328,5.574,2.12
fall_rye,51.25,-86.75,1995,36.0,141.0,6.0,4.0,5.0,4.0,5.0,7.0,14.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,28.0,0.0,0.0,0.0,5.0,5.328,5.574,2.12
oats,51.25,-86.75,1995,55.3,141.0,6.0,4.0,5.0,4.0,5.0,7.0,14.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,28.0,0.0,0.0,0.0,5.0,5.328,5.574,2.12
spring_wheat,51.25,-86.75,1995,43.8,141.0,6.0,4.0,5.0,4.0,5.0,7.0,14.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,28.0,0.0,0.0,0.0,5.0,5.328,5.574,2.12
winter_wheat,51.25,-86.75,1995,69.8,141.0,6.0,4.0,5.0,4.0,5.0,7.0,14.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,28.0,0.0,0.0,0.0,5.0,5.328,5.574,2.12
barley,51.25,-86.75,1996,69.7,154.0,8.0,5.0,6.0,1.0,2.0,4.0,6.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,53.0,0.0,0.0,3.0,8.0,5.328,5.574,2.12
canola,51.25,-86.75,1996,40.0,154.0,8.0,5.0,6.0,1.0,2.0,4.0,6.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,53.0,0.0,0.0,3.0,8.0,5.328,5.574,2.12
corn,51.25,-86.75,1996,99.1,154.0,8.0,5.0,6.0,1.0,2.0,4.0,6.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,53.0,0.0,0.0,3.0,8.0,5.328,5.574,2.12
fall_rye,51.25,-86.75,1996,32.0,154.0,8.0,5.0,6.0,1.0,2.0,4.0,6.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,53.0,0.0,0.0,3.0,8.0,5.328,5.574,2.12
oats,51.25,-86.75,1996,60.8,154.0,8.0,5.0,6.0,1.0,2.0,4.0,6.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,53.0,0.0,0.0,3.0,8.0,5.328,5.574,2.12
spring_wheat,51.25,-86.75,1996,41.7,154.0,8.0,5.0,6.0,1.0,2.0,4.0,6.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,53.0,0.0,0.0,3.0,8.0,5.328,5.574,2.12
winter_wheat,51.25,-86.75,1996,40.6,154.0,8.0,5.0,6.0,1.0,2.0,4.0,6.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,53.0,0.0,0.0,3.0,8.0,5.328,5.574,2.12
barley,51.25,-86.75,1997,60.3,194.0,9.0,3.0,6.0,4.0,0.0,4.0,10.0,24.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,24.0,52.0,1.0,1.0,3.0,6.0,5.328,5.574,2.12
canola,51.25,-86.75,1997,36.9,194.0,9.0,3.0,6.0,4.0,0.0,4.0,10.0,24.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,24.0,52.0,1.0,1.0,3.0,6.0,5.328,5.574,2.12
corn,51.25,-86.75,1997,57.8,194.0,9.0,3.0,6.0,4.0,0.0,4.0,10.0,24.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,24.0,52.0,1.0,1.0,3.0,6.0,5.328,5.574,2.12
fall_rye,51.25,-86.75,1997,38.0,194.0,9.0,3.0,6.0,4.0,0.0,4.0,10.0,24.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,24.0,52.0,1.0,1.0,3.0,6.0,5.328,5.574,2.12
oats,51.25,-86.75,1997,55.0,194.0,9.0,3.0,6.0,4.0,0.0,4.0,10.0,24.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,24.0,52.0,1.0,1.0,3.0,6.0,5.328,5.574,2.12
soybeans,51.25,-86.75,1997,31.0,194.0,9.0,3.0,6.0,4.0,0.0,4.0,10.0,24.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,24.0,52.0,1.0,1.0,3.0,6.0,5.328,5.574,2.12
spring_wheat,51.25,-86.75,1997,47.4,194.0,9.0,3.0,6.0,4.0,0.0,4.0,10.0,24.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,24.0,52.0,1.0,1.0,3.0,6.0,5.328,5.574,2.12
winter_wheat,51.25,-86.75,1997,61.1,194.0,9.0,3.0,6.0,4.0,0.0,4.0,10.0,24.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,24.0,52.0,1.0,1.0,3.0,6.0,5.328,5.574,2.12
barley,51.25,-86.75,1998,64.0,141.0,6.0,5.0,4.0,6.0,3.0,3.0,7.0,19.0,15.0,6.0,0.0,0.0,7.0,0.0,0.0,18.0,60.0,0.0,0.0,0.0,5.0,5.328,5.574,2.12
canola,51.25,-86.75,1998,38.5,141.0,6.0,5.0,4.0,6.0,3.0,3.0,7.0,19.0,15.0,6.0,0.0,0.0,7.0,0.0,0.0,18.0,60.0,0.0,0.0,0.0,5.0,5.328,5.574,2.12
corn,51.25,-86.75,1998,106.0,141.0,6.0,5.0,4.0,6.0,3.0,3.0,7.0,19.0,15.0,6.0,0.0,0.0,7.0,0.0,0.0,18.0,60.0,0.0,0.0,0.0,5.0,5.328,5.574,2.12
fall_rye,51.25,-86.75,1998,39.1,141.0,6.0,5.0,4.0,6.0,3.0,3.0,7.0,19.0,15.0,6.0,0.0,0.0,7.0,0.0,0.0,18.0,60.0,0.0,0.0,0.0,5.0,5.328,5.574,2.12
oats,51.25,-86.75,1998,82.5,141.0,6.0,5.0,4.0,6.0,3.0,3.0,7.0,19.0,15.0,6.0,0.0,0.0,7.0,0.0,0.0,18.0,60.0,0.0,0.0,0.0,5.0,5.328,5.574,2.12
soybeans,51.25,-86.75,1998,25.5,141.0,6.0,5.0,4.0,6.0,3.0,3.0,7.0,19.0,15.0,6.0,0.0,0.0,7.0,0.0,0.0,18.0,60.0,0.0,0.0,0.0,5.0,5.328,5.574,2.12
spring_wheat,51.25,-86.75,1998,41.1,141.0,6.0,5.0,4.0,6.0,3.0,3.0,7.0,19.0,15.0,6.0,0.0,0.0,7.0,0.0,0.0,18.0,60.0,0.0,0.0,0.0,5.0,5.328,5.574,2.12
winter_wheat,51.25,-86.75,1998,62.7,141.0,6.0,5.0,4.0,6.0,3.0,3.0,7.0,19.0,15.0,6.0,0.0,0.0,7.0,0.0,0.0,18.0,60.0,0.0,0.0,0.0,5.0,5.328,5.574,2.12
barley,51.25,-86.75,1999,57.4,126.0,6.0,5.0,4.0,4.0,5.0,4.0,7.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,45.0,0.0,1.0,0.0,10.0,5.328,5.574,2.12
canola,51.25,-86.75,1999,34.3,126.0,6.0,5.0,4.0,4.0,5.0,4.0,7.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,45.0,0.0,1.0,0.0,10.0,5.328,5.574,2.12
corn,51.25,-86.75,1999,111.3,126.0,6.0,5.0,4.0,4.0,5.0,4.0,7.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,45.0,0.0,1.0,0.0,10.0,5.328,5.574,2.12
fall_rye,51.25,-86.75,1999,41.7,126.0,6.0,5.0,4.0,4.0,5.0,4.0,7.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,45.0,0.0,1.0,0.0,10.0,5.328,5.574,2.12
oats,51.25,-86.75,1999,51.9,126.0,6.0,5.0,4.0,4.0,5.0,4.0,7.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,45.0,0.0,1.0,0.0,10.0,5.328,5.574,2.12
soybeans,51.25,-86.75,1999,30.5,126.0,6.0,5.0,4.0,4.0,5.0,4.0,7.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,45.0,0.0,1.0,0.0,10.0,5.328,5.574,2.12
spring_wheat,51.25,-86.75,1999,45.6,126.0,6.0,5.0,4.0,4.0,5.0,4.0,7.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,45.0,0.0,1.0,0.0,10.0,5.328,5.574,2.12
winter_wheat,51.25,-86.75,1999,73.2,126.0,6.0,5.0,4.0,4.0,5.0,4.0,7.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,45.0,0.0,1.0,0.0,10.0,5.328,5.574,2.12
barley,51.25,-86.75,2000,65.7,153.0,6.0,5.0,4.0,6.0,3.0,2.0,10.0,10.0,7.0,6.0,0.0,0.0,13.0,0.0,0.0,28.0,42.0,0.0,2.0,0.0,9.0,5.328,5.574,2.12
canola,51.25,-86.75,2000,37.8,153.0,6.0,5.0,4.0,6.0,3.0,2.0,10.0,10.0,7.0,6.0,0.0,0.0,13.0,0.0,0.0,28.0,42.0,0.0,2.0,0.0,9.0,5.328,5.574,2.12
corn,51.25,-86.75,2000,43.3,153.0,6.0,5.0,4.0,6.0,3.0,2.0,10.0,10.0,7.0,6.0,0.0,0.0,13.0,0.0,0.0,28.0,42.0,0.0,2.0,0.0,9.0,5.328,5.574,2.12
fall_rye,51.25,-86.75,2000,40.0,153.0,6.0,5.0,4.0,6.0,3.0,2.0,10.0,10.0,7.0,6.0,0.0,0.0,13.0,0.0,0.0,28.0,42.0,0.0,2.0,0.0,9.0,5.328,5.574,2.12
oats,51.25,-86.75,2000,73.0,153.0,6.0,5.0,4.0,6.0,3.0,2.0,10.0,10.0,7.0,6.0,0.0,0.0,13.0,0.0,0.0,28.0,42.0,0.0,2.0,0.0,9.0,5.328,5.574,2.12
soybeans,51.25,-86.75,2000,15.7,153.0,6.0,5.0,4.0,6.0,3.0,2.0,10.0,10.0,7.0,6.0,0.0,0.0,13.0,0.0,0.0,28.0,42.0,0.0,2.0,0.0,9.0,5.328,5.574,2.12
spring_wheat,51.25,-86.75,2000,46.3,153.0,6.0,5.0,4.0,6.0,3.0,2.0,10.0,10.0,7.0,6.0,0.0,0.0,13.0,0.0,0.0,28.0,42.0,0.0,2.0,0.0,9.0,5.328,5.574,2.12
winter_wheat,51.25,-86.75,2000,74.3,153.0,6.0,5.0,4.0,6.0,3.0,2.0,10.0,10.0,7.0,6.0,0.0,0.0,13.0,0.0,0.0,28.0,42.0,0.0,2.0,0.0,9.0,5.328,5.574,2.12
barley,51.25,-86.75,2001,58.9,144.0,7.0,4.0,5.0,3.0,2.0,4.0,8.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,30.0,2.0,0.0,0.0,5.0,5.328,5.574,2.12
canola,51.25,-86.75,2001,39.4,144.0,7.0,4.0,5.0,3.0,2.0,4.0,8.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,30.0,2.0,0.0,0.0,5.0,5.328,5.574,2.12
corn,51.25,-86.75,2001,70.7,144.0,7.0,4.0,5.0,3.0,2.0,4.0,8.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,30.0,2.0,0.0,0.0,5.0,5.328,5.574,2.12
fall_rye,51.25,-86.75,2001,35.8,144.0,7.0,4.0,5.0,3.0,2.0,4.0,8.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,30.0,2.0,0.0,0.0,5.0,5.328,5.574,2.12
oats,51.25,-86.75,2001,61.6,144.0,7.0,4.0,5.0,3.0,2.0,4.0,8.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,30.0,2.0,0.0,0.0,5.0,5.328,5.574,2.12
soybeans,51.25,-86.75,2001,21.0,144.0,7.0,4.0,5.0,3.0,2.0,4.0,8.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,30.0,2.0,0.0,0.0,5.0,5.328,5.574,2.12
spring_wheat,51.25,-86.75,2001,52.8,144.0,7.0,4.0,5.0,3.0,2.0,4.0,8.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,30.0,2.0,0.0,0.0,5.0,5.328,5.574,2.12
winter_wheat,51.25,-86.75,2001,71.9,144.0,7.0,4.0,5.0,3.0,2.0,4.0,8.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,30.0,2.0,0.0,0.0,5.0,5.328,5.574,2.12
barley,51.25,-86.75,2002,58.6,145.0,5.0,2.0,10.0,5.0,0.0,3.0,5.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,53.0,0.0,1.0,5.0,7.0,5.328,5.574,2.12
